idProduct; City; Customer_type; Gender; Product_line; DateSale; Payment
809;Mandalay;Normal;Female;Health and beauty;14/01/2019;Cash
810;Naypyitaw;Normal;Female;Fashion accessories;31/01/2019;Ewallet
811;Mandalay;Normal;Male;Health and beauty;15/03/2019;Ewallet
812;Yangon;Normal;Female;Electronic accessories;24/02/2019;Credit card
813;Naypyitaw;Member;Female;Sports and travel;08/02/2019;Credit card
814;Yangon;Normal;Male;Electronic accessories;22/03/2019;Cash
815;Yangon;Member;Female;Electronic accessories;24/01/2019;Cash
816;Mandalay;Normal;Female;Food and beverages;14/03/2019;Ewallet
817;Naypyitaw;Normal;Female;Fashion accessories;23/01/2019;Cash
818;Yangon;Normal;Male;Food and beverages;19/01/2019;Ewallet
819;Mandalay;Member;Male;Health and beauty;27/01/2019;Credit card
820;Mandalay;Member;Male;Food and beverages;03/02/2019;Credit card
821;Mandalay;Normal;Male;Electronic accessories;25/03/2019;Ewallet
822;Yangon;Member;Female;Home and lifestyle;24/02/2019;Credit card
823;Naypyitaw;Member;Male;Sports and travel;07/02/2019;Cash
824;Yangon;Normal;Female;Health and beauty;04/03/2019;Cash
825;Mandalay;Member;Female;Sports and travel;14/02/2019;Credit card
826;Yangon;Member;Female;Sports and travel;29/01/2019;Credit card
827;Mandalay;Member;Female;Health and beauty;28/01/2019;Credit card
828;Yangon;Member;Male;Fashion accessories;26/03/2019;Credit card
829;Naypyitaw;Normal;Male;Electronic accessories;24/03/2019;Cash
830;Yangon;Member;Female;Electronic accessories;01/01/2019;Credit card
831;Yangon;Normal;Male;Electronic accessories;24/01/2019;Cash
832;Mandalay;Normal;Male;Health and beauty;25/02/2019;Cash
833;Mandalay;Member;Female;Sports and travel;09/01/2019;Cash
834;Yangon;Member;Male;Health and beauty;14/02/2019;Ewallet
835;Mandalay;Member;Female;Home and lifestyle;12/03/2019;Ewallet
836;Yangon;Normal;Male;Fashion accessories;26/03/2019;Cash
837;Yangon;Member;Male;Fashion accessories;09/01/2019;Ewallet
838;Mandalay;Normal;Male;Sports and travel;02/01/2019;Credit card
839;Naypyitaw;Normal;Male;Electronic accessories;15/01/2019;Cash
840;Naypyitaw;Member;Female;Sports and travel;01/01/2019;Ewallet
841;Yangon;Normal;Male;Fashion accessories;15/02/2019;Cash
842;Mandalay;Normal;Male;Electronic accessories;28/02/2019;Cash
843;Yangon;Member;Female;Sports and travel;02/03/2019;Credit card
844;Naypyitaw;Member;Female;Food and beverages;13/02/2019;Credit card
845;Yangon;Normal;Male;Fashion accessories;26/01/2019;Cash
846;Yangon;Member;Male;Electronic accessories;30/01/2019;Credit card
847;Yangon;Member;Male;Electronic accessories;27/01/2019;Ewallet
848;Naypyitaw;Normal;Female;Sports and travel;30/01/2019;Credit card
849;Naypyitaw;Member;Female;Food and beverages;08/01/2019;Cash
850;Yangon;Normal;Female;Fashion accessories;19/01/2019;Cash
851;Yangon;Normal;Male;Fashion accessories;25/01/2019;Cash
852;Yangon;Normal;Female;Fashion accessories;19/02/2019;Ewallet
853;Naypyitaw;Normal;Male;Health and beauty;14/01/2019;Ewallet
854;Mandalay;Normal;Female;Electronic accessories;25/02/2019;Ewallet
855;Yangon;Member;Female;Health and beauty;23/01/2019;Ewallet
856;Mandalay;Normal;Female;Fashion accessories;16/02/2019;Cash
857;Mandalay;Normal;Male;Food and beverages;01/01/2019;Cash
858;Yangon;Member;Female;Home and lifestyle;07/03/2019;Cash
859;Mandalay;Normal;Male;Health and beauty;15/02/2019;Cash
860;Yangon;Member;Female;Food and beverages;23/01/2019;Cash
861;Naypyitaw;Member;Female;Home and lifestyle;20/02/2019;Ewallet
862;Yangon;Member;Male;Sports and travel;08/01/2019;Ewallet
863;Mandalay;Normal;Female;Home and lifestyle;17/03/2019;Credit card
864;Mandalay;Normal;Female;Home and lifestyle;12/01/2019;Cash
865;Yangon;Member;Female;Electronic accessories;08/01/2019;Cash
866;Naypyitaw;Member;Male;Health and beauty;26/01/2019;Ewallet
867;Mandalay;Member;Male;Sports and travel;15/03/2019;Credit card
868;Naypyitaw;Member;Female;Health and beauty;17/01/2019;Ewallet
869;Naypyitaw;Member;Male;Food and beverages;08/01/2019;Credit card
870;Yangon;Normal;Male;Sports and travel;06/01/2019;Ewallet
871;Yangon;Member;Male;Food and beverages;16/02/2019;Credit card
872;Naypyitaw;Normal;Male;Fashion accessories;13/03/2019;Ewallet
873;Mandalay;Member;Female;Electronic accessories;28/01/2019;Cash
874;Yangon;Member;Male;Sports and travel;18/01/2019;Cash
875;Yangon;Member;Male;Home and lifestyle;19/03/2019;Credit card
876;Naypyitaw;Normal;Male;Home and lifestyle;15/03/2019;Ewallet
877;Naypyitaw;Member;Male;Fashion accessories;12/02/2019;Cash
878;Mandalay;Member;Male;Electronic accessories;25/02/2019;Cash
879;Yangon;Normal;Female;Electronic accessories;21/03/2019;Credit card
880;Mandalay;Member;Female;Electronic accessories;19/01/2019;Ewallet
881;Mandalay;Member;Female;Food and beverages;08/01/2019;Ewallet
882;Naypyitaw;Member;Female;Fashion accessories;30/03/2019;Credit card
883;Mandalay;Member;Male;Sports and travel;20/02/2019;Credit card
884;Yangon;Member;Female;Home and lifestyle;30/03/2019;Ewallet
885;Yangon;Member;Female;Food and beverages;19/03/2019;Cash
886;Yangon;Normal;Male;Sports and travel;13/01/2019;Cash
887;Yangon;Member;Male;Food and beverages;05/02/2019;Ewallet
888;Yangon;Member;Female;Electronic accessories;23/03/2019;Ewallet
889;Naypyitaw;Normal;Female;Fashion accessories;13/03/2019;Ewallet
890;Yangon;Member;Male;Sports and travel;17/03/2019;Ewallet
891;Naypyitaw;Normal;Female;Health and beauty;21/02/2019;Cash
892;Mandalay;Normal;Female;Electronic accessories;07/02/2019;Cash
893;Naypyitaw;Member;Female;Fashion accessories;02/03/2019;Credit card
894;Mandalay;Normal;Male;Electronic accessories;06/03/2019;Cash
895;Mandalay;Member;Male;Electronic accessories;06/02/2019;Credit card
896;Mandalay;Normal;Male;Health and beauty;28/01/2019;Credit card
897;Naypyitaw;Normal;Male;Fashion accessories;18/01/2019;Ewallet
898;Naypyitaw;Member;Female;Food and beverages;05/02/2019;Cash
899;Naypyitaw;Member;Male;Health and beauty;02/03/2019;Cash
900;Yangon;Member;Male;Food and beverages;09/02/2019;Ewallet
901;Naypyitaw;Member;Female;Electronic accessories;14/01/2019;Credit card
902;Mandalay;Normal;Male;Home and lifestyle;09/02/2019;Ewallet
903;Yangon;Member;Female;Health and beauty;26/03/2019;Credit card
904;Yangon;Normal;Male;Food and beverages;28/01/2019;Cash
905;Naypyitaw;Normal;Female;Health and beauty;14/02/2019;Ewallet
906;Naypyitaw;Member;Female;Home and lifestyle;24/03/2019;Cash
907;Naypyitaw;Normal;Male;Health and beauty;09/02/2019;Credit card
908;Mandalay;Normal;Female;Health and beauty;24/03/2019;Credit card
909;Yangon;Member;Female;Food and beverages;27/03/2019;Ewallet
910;Mandalay;Normal;Female;Home and lifestyle;27/01/2019;Credit card
911;Mandalay;Member;Female;Food and beverages;27/03/2019;Credit card
912;Naypyitaw;Normal;Female;Electronic accessories;19/01/2019;Ewallet
913;Yangon;Normal;Female;Home and lifestyle;07/02/2019;Cash
914;Yangon;Member;Male;Fashion accessories;31/01/2019;Ewallet
915;Yangon;Member;Female;Food and beverages;25/02/2019;Cash
916;Naypyitaw;Normal;Female;Electronic accessories;02/02/2019;Cash
917;Naypyitaw;Member;Male;Sports and travel;14/03/2019;Credit card
918;Yangon;Normal;Female;Fashion accessories;11/03/2019;Cash
919;Mandalay;Normal;Male;Home and lifestyle;22/02/2019;Ewallet
920;Mandalay;Member;Female;Electronic accessories;02/03/2019;Ewallet
921;Naypyitaw;Member;Female;Home and lifestyle;10/03/2019;Credit card
922;Mandalay;Normal;Female;Home and lifestyle;08/02/2019;Cash
923;Naypyitaw;Member;Female;Home and lifestyle;22/02/2019;Credit card
924;Naypyitaw;Normal;Female;Sports and travel;10/01/2019;Credit card
925;Naypyitaw;Member;Female;Sports and travel;14/03/2019;Ewallet
926;Mandalay;Normal;Female;Electronic accessories;10/01/2019;Ewallet
927;Mandalay;Member;Male;Sports and travel;15/02/2019;Credit card
928;Yangon;Member;Female;Health and beauty;13/01/2019;Credit card
929;Mandalay;Normal;Female;Electronic accessories;15/02/2019;Credit card
930;Mandalay;Normal;Male;Sports and travel;02/03/2019;Ewallet
931;Mandalay;Normal;Male;Home and lifestyle;24/03/2019;Ewallet
932;Naypyitaw;Member;Female;Fashion accessories;02/02/2019;Credit card
933;Yangon;Normal;Female;Food and beverages;27/02/2019;Ewallet
934;Naypyitaw;Normal;Male;Health and beauty;20/01/2019;Ewallet
935;Mandalay;Normal;Female;Home and lifestyle;03/01/2019;Ewallet
936;Naypyitaw;Member;Male;Home and lifestyle;24/01/2019;Ewallet
937;Naypyitaw;Normal;Female;Health and beauty;05/01/2019;Ewallet
938;Yangon;Normal;Female;Sports and travel;30/03/2019;Cash
939;Yangon;Member;Female;Health and beauty;17/02/2019;Cash
940;Naypyitaw;Normal;Female;Food and beverages;21/03/2019;Ewallet
941;Yangon;Normal;Male;Food and beverages;02/03/2019;Ewallet
942;Naypyitaw;Member;Male;Fashion accessories;27/03/2019;Cash
943;Yangon;Normal;Female;Home and lifestyle;19/01/2019;Ewallet
944;Yangon;Normal;Male;Health and beauty;19/02/2019;Credit card
945;Yangon;Member;Male;Health and beauty;28/03/2019;Cash
946;Yangon;Normal;Female;Electronic accessories;05/01/2019;Credit card
947;Naypyitaw;Member;Male;Electronic accessories;26/03/2019;Credit card
948;Mandalay;Member;Male;Fashion accessories;03/02/2019;Ewallet
949;Naypyitaw;Member;Male;Home and lifestyle;06/02/2019;Ewallet
950;Mandalay;Normal;Female;Food and beverages;24/02/2019;Ewallet
951;Mandalay;Member;Male;Health and beauty;21/02/2019;Ewallet
952;Mandalay;Member;Female;Home and lifestyle;09/01/2019;Ewallet
953;Mandalay;Member;Female;Food and beverages;25/02/2019;Ewallet
954;Naypyitaw;Member;Female;Food and beverages;13/01/2019;Cash
955;Mandalay;Member;Male;Home and lifestyle;09/02/2019;Cash
956;Yangon;Normal;Female;Fashion accessories;06/01/2019;Cash
957;Naypyitaw;Member;Male;Food and beverages;10/01/2019;Cash
958;Mandalay;Normal;Male;Electronic accessories;07/02/2019;Cash
959;Naypyitaw;Normal;Female;Home and lifestyle;09/01/2019;Cash
960;Yangon;Member;Female;Food and beverages;19/02/2019;Cash
961;Naypyitaw;Member;Male;Fashion accessories;18/03/2019;Cash
962;Yangon;Member;Male;Electronic accessories;05/02/2019;Cash
963;Yangon;Normal;Female;Fashion accessories;19/03/2019;Credit card
964;Naypyitaw;Member;Male;Electronic accessories;30/03/2019;Cash
965;Mandalay;Normal;Male;Food and beverages;26/01/2019;Credit card
966;Mandalay;Normal;Female;Electronic accessories;02/03/2019;Credit card
967;Yangon;Normal;Female;Home and lifestyle;04/03/2019;Ewallet
968;Yangon;Member;Male;Home and lifestyle;13/01/2019;Credit card
969;Yangon;Normal;Female;Health and beauty;25/03/2019;Cash
970;Mandalay;Member;Female;Electronic accessories;11/03/2019;Credit card
971;Mandalay;Member;Female;Food and beverages;01/01/2019;Credit card
972;Mandalay;Member;Male;Home and lifestyle;10/02/2019;Ewallet
973;Mandalay;Normal;Male;Electronic accessories;26/01/2019;Cash
974;Yangon;Normal;Male;Home and lifestyle;11/02/2019;Cash
975;Naypyitaw;Normal;Male;Fashion accessories;07/02/2019;Cash
976;Mandalay;Member;Male;Fashion accessories;06/03/2019;Credit card
977;Yangon;Normal;Female;Food and beverages;04/03/2019;Cash
978;Mandalay;Member;Male;Food and beverages;26/02/2019;Ewallet
979;Mandalay;Normal;Female;Electronic accessories;10/03/2019;Credit card
980;Mandalay;Normal;Female;Food and beverages;04/02/2019;Credit card
981;Naypyitaw;Member;Male;Food and beverages;19/01/2019;Cash
982;Yangon;Normal;Male;Health and beauty;23/01/2019;Cash
983;Yangon;Member;Female;Sports and travel;14/03/2019;Ewallet
984;Naypyitaw;Normal;Male;Health and beauty;23/01/2019;Cash
985;Naypyitaw;Normal;Male;Electronic accessories;09/01/2019;Cash
986;Mandalay;Normal;Female;Fashion accessories;07/02/2019;Ewallet
987;Mandalay;Normal;Female;Health and beauty;18/02/2019;Ewallet
988;Mandalay;Member;Male;Health and beauty;03/01/2019;Credit card
989;Naypyitaw;Member;Male;Electronic accessories;29/03/2019;Ewallet
990;Mandalay;Member;Male;Health and beauty;28/01/2019;Credit card
991;Yangon;Normal;Female;Food and beverages;22/03/2019;Credit card
992;Mandalay;Normal;Female;Sports and travel;24/01/2019;Ewallet
993;Yangon;Normal;Male;Electronic accessories;10/03/2019;Ewallet
994;Mandalay;Normal;Male;Fashion accessories;22/02/2019;Ewallet
995;Naypyitaw;Member;Female;Electronic accessories;18/02/2019;Ewallet
996;Naypyitaw;Normal;Male;Health and beauty;29/01/2019;Ewallet
997;Mandalay;Normal;Female;Home and lifestyle;02/03/2019;Ewallet
998;Yangon;Member;Male;Food and beverages;09/02/2019;Cash
999;Yangon;Normal;Male;Home and lifestyle;22/02/2019;Cash
1000;Yangon;Member;Female;Fashion accessories;18/02/2019;Cash
;;;;;;
