idProduct;City;Customer type;Gender;Product line;Date;Payment;Unit price;Quantity;Rating
630;Yangon;Normal;Female;Fashion accessories;26/01/2019;Credit card;12.09;1;8.2
631;Yangon;Normal;Male;Sports and travel;19/01/2019;Credit card;64.19;10;6.7
632;Yangon;Normal;Male;Electronic accessories;05/03/2019;Ewallet;78.31;3;5.4
633;Yangon;Member;Male;Food and beverages;15/01/2019;Credit card;83.77;2;7
634;Mandalay;Normal;Male;Home and lifestyle;18/03/2019;Ewallet;99.7;3;4.7
635;Mandalay;Member;Male;Food and beverages;20/03/2019;Credit card;79.91;3;5
636;Mandalay;Member;Male;Health and beauty;15/01/2019;Credit card;66.47;10;5
637;Yangon;Normal;Male;Health and beauty;03/03/2019;Credit card;28.95;7;6
638;Naypyitaw;Normal;Female;Electronic accessories;19/03/2019;Cash;46.2;1;6.3
639;Mandalay;Member;Female;Food and beverages;08/03/2019;Cash;17.63;5;8.5
640;Mandalay;Normal;Male;Fashion accessories;27/02/2019;Ewallet;52.42;3;7.5
641;Mandalay;Member;Female;Food and beverages;23/02/2019;Ewallet;98.79;3;6.4
642;Naypyitaw;Member;Female;Electronic accessories;19/03/2019;Ewallet;88.55;8;4.7
643;Mandalay;Member;Male;Electronic accessories;27/03/2019;Ewallet;55.67;2;6
644;Naypyitaw;Member;Female;Food and beverages;30/03/2019;Credit card;72.52;8;4
645;Naypyitaw;Member;Male;Electronic accessories;16/02/2019;Ewallet;12.05;5;5.5
646;Yangon;Member;Male;Home and lifestyle;18/01/2019;Ewallet;19.36;9;8.7
647;Naypyitaw;Normal;Male;Health and beauty;30/03/2019;Cash;70.21;6;7.4
648;Mandalay;Member;Male;Fashion accessories;20/03/2019;Cash;33.63;1;5.6
649;Naypyitaw;Member;Female;Sports and travel;16/01/2019;Cash;15.49;2;6.3
650;Naypyitaw;Normal;Male;Electronic accessories;24/02/2019;Cash;24.74;10;7.1
651;Mandalay;Normal;Male;Electronic accessories;15/01/2019;Ewallet;75.66;5;7.8
652;Mandalay;Normal;Female;Health and beauty;22/01/2019;Cash;55.81;6;9.9
653;Yangon;Member;Male;Home and lifestyle;03/02/2019;Cash;72.78;10;7.3
654;Mandalay;Member;Male;Sports and travel;06/03/2019;Ewallet;37.32;9;5.1
655;Mandalay;Member;Male;Fashion accessories;16/02/2019;Credit card;60.18;4;9.4
656;Yangon;Normal;Female;Electronic accessories;14/03/2019;Credit card;15.69;3;5.8
657;Naypyitaw;Normal;Female;Electronic accessories;27/02/2019;Credit card;99.69;1;8
658;Yangon;Member;Female;Fashion accessories;18/01/2019;Ewallet;88.15;3;7.9
659;Yangon;Member;Female;Sports and travel;29/01/2019;Cash;27.93;5;5.9
660;Yangon;Member;Male;Fashion accessories;26/02/2019;Credit card;55.45;1;4.9
661;Mandalay;Normal;Female;Sports and travel;03/02/2019;Cash;42.97;3;9.3
662;Naypyitaw;Member;Male;Sports and travel;16/01/2019;Credit card;17.14;7;7.9
663;Mandalay;Member;Female;Fashion accessories;24/03/2019;Credit card;58.75;6;5.9
664;Naypyitaw;Member;Female;Food and beverages;12/02/2019;Credit card;87.1;10;9.9
665;Naypyitaw;Normal;Female;Sports and travel;21/02/2019;Cash;98.8;2;7.7
666;Yangon;Normal;Female;Fashion accessories;04/02/2019;Ewallet;48.63;4;7.6
667;Mandalay;Member;Male;Food and beverages;20/02/2019;Ewallet;57.74;3;7.7
668;Mandalay;Normal;Female;Health and beauty;23/02/2019;Ewallet;17.97;4;6.4
669;Naypyitaw;Member;Female;Health and beauty;16/02/2019;Ewallet;47.71;6;4.4
670;Mandalay;Normal;Female;Sports and travel;17/01/2019;Credit card;40.62;2;4.1
671;Yangon;Member;Male;Fashion accessories;14/01/2019;Ewallet;56.04;10;4.4
672;Mandalay;Member;Male;Food and beverages;30/03/2019;Cash;93.4;2;5.5
673;Mandalay;Normal;Female;Health and beauty;02/03/2019;Ewallet;73.41;3;4
674;Naypyitaw;Normal;Male;Health and beauty;15/02/2019;Credit card;33.64;8;9.3
675;Yangon;Normal;Female;Electronic accessories;01/03/2019;Credit card;45.48;10;4.8
676;Mandalay;Member;Male;Fashion accessories;24/02/2019;Cash;83.77;2;4.6
677;Mandalay;Member;Female;Sports and travel;19/02/2019;Credit card;64.08;7;7.3
678;Yangon;Member;Female;Food and beverages;23/02/2019;Cash;73.47;4;6
679;Naypyitaw;Normal;Male;Health and beauty;07/02/2019;Ewallet;58.95;10;8.1
680;Yangon;Member;Male;Food and beverages;11/01/2019;Ewallet;48.5;6;9.4
681;Mandalay;Member;Female;Electronic accessories;12/02/2019;Cash;39.48;1;6.5
682;Mandalay;Normal;Female;Sports and travel;14/01/2019;Credit card;34.81;1;7
683;Naypyitaw;Normal;Female;Fashion accessories;09/01/2019;Ewallet;49.32;6;7.1
684;Yangon;Member;Male;Fashion accessories;27/02/2019;Ewallet;21.48;2;6.6
685;Mandalay;Member;Female;Sports and travel;24/01/2019;Ewallet;23.08;6;4.9
686;Mandalay;Member;Female;Home and lifestyle;08/01/2019;Credit card;49.1;2;6.4
687;Mandalay;Member;Female;Sports and travel;08/01/2019;Credit card;64.83;2;8
688;Yangon;Member;Male;Home and lifestyle;16/01/2019;Cash;63.56;10;4.3
689;Naypyitaw;Member;Male;Sports and travel;13/03/2019;Cash;72.88;2;6.1
690;Yangon;Normal;Female;Food and beverages;15/02/2019;Cash;67.1;3;7.5
691;Naypyitaw;Member;Female;Sports and travel;25/01/2019;Cash;70.19;9;6.7
692;Naypyitaw;Member;Male;Food and beverages;12/03/2019;Ewallet;55.04;7;5.2
693;Yangon;Member;Male;Health and beauty;04/03/2019;Cash;48.63;10;8.8
694;Naypyitaw;Member;Female;Fashion accessories;10/02/2019;Cash;73.38;7;9.5
695;Naypyitaw;Normal;Female;Food and beverages;16/01/2019;Cash;52.6;9;7.6
696;Yangon;Member;Female;Home and lifestyle;29/01/2019;Cash;87.37;5;6.6
697;Yangon;Member;Female;Sports and travel;01/01/2019;Ewallet;27.04;4;6.9
698;Mandalay;Normal;Male;Home and lifestyle;06/01/2019;Ewallet;62.19;4;4.3
699;Yangon;Member;Male;Electronic accessories;19/02/2019;Credit card;69.58;9;7.8
700;Naypyitaw;Normal;Male;Home and lifestyle;12/01/2019;Ewallet;97.5;10;8
701;Naypyitaw;Normal;Female;Fashion accessories;07/02/2019;Ewallet;60.41;8;9.6
702;Mandalay;Normal;Male;Food and beverages;27/03/2019;Credit card;32.32;3;4.3
703;Mandalay;Member;Female;Fashion accessories;27/02/2019;Credit card;19.77;10;5
704;Mandalay;Member;Male;Health and beauty;06/01/2019;Cash;80.47;9;9.2
705;Mandalay;Member;Female;Home and lifestyle;02/03/2019;Cash;88.39;9;6.3
706;Mandalay;Normal;Male;Health and beauty;29/03/2019;Cash;71.77;7;8.9
707;Mandalay;Normal;Female;Electronic accessories;31/01/2019;Ewallet;43;4;7.6
708;Naypyitaw;Member;Male;Food and beverages;21/01/2019;Cash;68.98;1;4.8
709;Naypyitaw;Normal;Male;Fashion accessories;20/01/2019;Ewallet;15.62;8;9.1
710;Yangon;Normal;Male;Sports and travel;17/01/2019;Ewallet;25.7;3;6.1
711;Yangon;Member;Male;Food and beverages;28/02/2019;Cash;80.62;6;9.1
712;Naypyitaw;Member;Female;Home and lifestyle;19/03/2019;Ewallet;75.53;4;8.3
713;Naypyitaw;Normal;Female;Electronic accessories;19/02/2019;Ewallet;77.63;9;7.2
714;Naypyitaw;Normal;Female;Health and beauty;04/02/2019;Ewallet;13.85;9;6
715;Naypyitaw;Member;Male;Fashion accessories;31/01/2019;Ewallet;98.7;8;8.5
716;Yangon;Normal;Female;Health and beauty;06/02/2019;Credit card;35.68;5;6.6
717;Yangon;Member;Female;Fashion accessories;28/03/2019;Ewallet;71.46;7;4.5
718;Yangon;Member;Male;Electronic accessories;19/01/2019;Credit card;11.94;3;8.1
719;Yangon;Normal;Male;Fashion accessories;17/02/2019;Credit card;45.38;3;7.2
720;Mandalay;Member;Female;Fashion accessories;18/01/2019;Credit card;17.48;6;6.1
721;Mandalay;Normal;Female;Fashion accessories;02/02/2019;Cash;25.56;7;7.1
722;Naypyitaw;Member;Female;Sports and travel;18/01/2019;Cash;90.63;9;5.1
723;Mandalay;Normal;Male;Home and lifestyle;18/03/2019;Credit card;44.12;3;7.9
724;Naypyitaw;Member;Female;Food and beverages;11/01/2019;Cash;36.77;7;7.4
725;Mandalay;Member;Male;Food and beverages;04/02/2019;Ewallet;23.34;4;7.4
726;Naypyitaw;Member;Female;Health and beauty;06/02/2019;Cash;28.5;8;6.6
727;Naypyitaw;Member;Male;Home and lifestyle;08/01/2019;Credit card;55.57;3;5.9
728;Mandalay;Normal;Male;Sports and travel;05/03/2019;Credit card;69.74;10;8.9
729;Naypyitaw;Normal;Male;Fashion accessories;16/03/2019;Ewallet;97.26;4;6.8
730;Mandalay;Member;Female;Home and lifestyle;09/03/2019;Cash;52.18;7;9.3
731;Yangon;Member;Female;Fashion accessories;01/03/2019;Credit card;22.32;4;4.4
732;Yangon;Normal;Male;Health and beauty;28/02/2019;Ewallet;56;3;4.8
733;Yangon;Member;Male;Fashion accessories;08/02/2019;Ewallet;19.7;1;9.5
734;Mandalay;Normal;Male;Electronic accessories;24/01/2019;Ewallet;75.88;7;8.9
735;Mandalay;Member;Male;Food and beverages;01/03/2019;Ewallet;53.72;1;6.4
736;Naypyitaw;Member;Male;Health and beauty;10/03/2019;Credit card;81.95;10;6
737;Naypyitaw;Member;Female;Home and lifestyle;23/03/2019;Credit card;81.2;7;8.1
738;Naypyitaw;Normal;Male;Electronic accessories;29/01/2019;Ewallet;58.76;10;9
739;Mandalay;Member;Male;Electronic accessories;12/01/2019;Ewallet;91.56;8;6
740;Yangon;Normal;Male;Home and lifestyle;20/03/2019;Cash;93.96;9;9.8
741;Naypyitaw;Normal;Male;Home and lifestyle;23/03/2019;Cash;55.61;7;8.5
742;Naypyitaw;Normal;Male;Food and beverages;14/01/2019;Ewallet;84.83;1;8.8
743;Yangon;Member;Female;Sports and travel;12/02/2019;Ewallet;71.63;2;8.8
744;Yangon;Member;Male;Home and lifestyle;20/02/2019;Ewallet;37.69;2;9.5
745;Naypyitaw;Member;Female;Sports and travel;02/01/2019;Credit card;31.67;8;5.6
746;Naypyitaw;Member;Female;Food and beverages;02/02/2019;Cash;38.42;1;8.6
747;Mandalay;Member;Male;Fashion accessories;08/01/2019;Credit card;65.23;10;5.2
748;Naypyitaw;Member;Female;Home and lifestyle;30/01/2019;Credit card;10.53;5;5.8
749;Mandalay;Member;Female;Home and lifestyle;26/03/2019;Credit card;12.29;9;8
750;Naypyitaw;Member;Male;Health and beauty;15/01/2019;Cash;81.23;7;9
751;Mandalay;Member;Female;Fashion accessories;14/03/2019;Ewallet;22.32;4;4.1
752;Yangon;Normal;Female;Food and beverages;03/02/2019;Credit card;27.28;5;8.6
753;Yangon;Member;Female;Electronic accessories;22/02/2019;Ewallet;17.42;10;7
754;Mandalay;Normal;Male;Home and lifestyle;24/01/2019;Ewallet;73.28;5;8.4
755;Naypyitaw;Member;Female;Fashion accessories;25/01/2019;Ewallet;84.87;3;7.4
756;Yangon;Normal;Female;Fashion accessories;09/03/2019;Credit card;97.29;8;6.2
757;Mandalay;Member;Female;Electronic accessories;17/02/2019;Ewallet;35.74;8;4.9
758;Yangon;Normal;Female;Home and lifestyle;11/01/2019;Cash;96.52;6;4.5
759;Yangon;Member;Male;Food and beverages;27/02/2019;Ewallet;18.85;10;5.6
760;Yangon;Normal;Female;Food and beverages;25/03/2019;Ewallet;55.39;4;8
761;Mandalay;Member;Female;Food and beverages;11/02/2019;Credit card;77.2;10;5.6
762;Mandalay;Normal;Male;Electronic accessories;31/01/2019;Credit card;72.13;10;4.2
763;Yangon;Member;Female;Fashion accessories;20/01/2019;Ewallet;63.88;8;9.9
764;Yangon;Member;Female;Health and beauty;26/03/2019;Ewallet;10.69;5;7.6
765;Yangon;Member;Male;Health and beauty;20/01/2019;Credit card;55.5;4;6.6
766;Mandalay;Normal;Female;Home and lifestyle;05/03/2019;Ewallet;95.46;8;4.7
767;Naypyitaw;Normal;Female;Fashion accessories;05/01/2019;Credit card;76.06;3;9.8
768;Mandalay;Normal;Male;Sports and travel;13/02/2019;Cash;13.69;6;6.3
769;Mandalay;Normal;Female;Electronic accessories;16/03/2019;Cash;95.64;4;7.9
770;Yangon;Normal;Female;Home and lifestyle;15/01/2019;Cash;11.43;6;7.7
771;Mandalay;Member;Female;Sports and travel;26/02/2019;Ewallet;95.54;4;4.5
772;Naypyitaw;Member;Female;Health and beauty;27/02/2019;Credit card;85.87;7;8
773;Naypyitaw;Member;Female;Sports and travel;17/02/2019;Ewallet;67.99;7;5.7
774;Naypyitaw;Normal;Female;Food and beverages;06/02/2019;Credit card;52.42;1;6.3
775;Naypyitaw;Member;Male;Food and beverages;17/01/2019;Cash;65.65;2;6
776;Mandalay;Normal;Female;Food and beverages;22/01/2019;Credit card;28.86;5;8
777;Naypyitaw;Member;Male;Health and beauty;05/03/2019;Credit card;65.31;7;4.2
778;Mandalay;Normal;Male;Sports and travel;03/01/2019;Cash;93.38;1;9.6
779;Naypyitaw;Member;Male;Sports and travel;20/03/2019;Cash;25.25;5;6.1
780;Mandalay;Member;Male;Electronic accessories;31/01/2019;Ewallet;87.87;9;5.6
781;Naypyitaw;Normal;Male;Health and beauty;19/02/2019;Cash;21.8;8;8.3
782;Yangon;Normal;Female;Sports and travel;11/02/2019;Ewallet;94.76;4;7.8
783;Yangon;Member;Female;Fashion accessories;05/02/2019;Credit card;30.62;1;4.1
784;Naypyitaw;Normal;Female;Home and lifestyle;03/03/2019;Cash;44.01;8;8.8
785;Naypyitaw;Member;Female;Health and beauty;24/02/2019;Ewallet;10.16;5;4.1
786;Yangon;Normal;Male;Electronic accessories;04/02/2019;Credit card;74.58;7;9
787;Naypyitaw;Normal;Male;Electronic accessories;19/02/2019;Ewallet;71.89;8;5.5
788;Naypyitaw;Normal;Female;Health and beauty;23/01/2019;Credit card;10.99;5;9.3
789;Naypyitaw;Member;Male;Health and beauty;14/01/2019;Credit card;60.47;3;5.6
790;Yangon;Normal;Male;Sports and travel;17/01/2019;Ewallet;58.91;7;9.7
791;Yangon;Normal;Male;Fashion accessories;03/03/2019;Credit card;46.41;1;4
792;Naypyitaw;Member;Male;Health and beauty;15/02/2019;Credit card;68.55;4;9.2
793;Mandalay;Normal;Female;Home and lifestyle;15/01/2019;Credit card;97.37;10;4.9
794;Yangon;Member;Male;Electronic accessories;27/02/2019;Credit card;92.6;7;9.3
795;Yangon;Normal;Female;Electronic accessories;26/02/2019;Credit card;46.61;2;6.6
796;Mandalay;Normal;Male;Fashion accessories;15/03/2019;Ewallet;27.18;2;4.3
797;Naypyitaw;Member;Female;Home and lifestyle;24/01/2019;Cash;60.87;1;5.5
798;Yangon;Member;Female;Sports and travel;22/02/2019;Cash;24.49;10;8.1
799;Mandalay;Normal;Male;Health and beauty;15/03/2019;Credit card;92.78;1;9.8
800;Naypyitaw;Member;Male;Home and lifestyle;11/02/2019;Ewallet;86.69;5;9.4
801;Mandalay;Normal;Male;Sports and travel;12/01/2019;Ewallet;23.01;6;7.9
802;Naypyitaw;Member;Female;Electronic accessories;03/03/2019;Ewallet;30.2;8;5.1
803;Naypyitaw;Member;Male;Fashion accessories;23/03/2019;Ewallet;67.39;7;6.9
804;Yangon;Member;Female;Fashion accessories;04/03/2019;Cash;48.96;9;8
805;Mandalay;Member;Female;Electronic accessories;23/02/2019;Cash;75.59;9;8
806;Yangon;Normal;Female;Home and lifestyle;17/03/2019;Cash;77.47;4;4.2
807;Yangon;Normal;Female;Sports and travel;16/01/2019;Credit card;93.18;2;8.5
808;Yangon;Normal;Female;Electronic accessories;08/01/2019;Cash;50.23;4;9
809;Mandalay;Normal;Female;Health and beauty;14/01/2019;Cash;17.75;1;8.6
810;Naypyitaw;Normal;Female;Fashion accessories;31/01/2019;Ewallet;62.18;10;6
811;Mandalay;Normal;Male;Health and beauty;15/03/2019;Ewallet;10.75;8;6.2
812;Yangon;Normal;Female;Electronic accessories;24/02/2019;Credit card;40.26;10;5
813;Naypyitaw;Member;Female;Sports and travel;08/02/2019;Credit card;64.97;5;6.5
814;Yangon;Normal;Male;Electronic accessories;22/03/2019;Cash;95.15;1;6
815;Yangon;Member;Female;Electronic accessories;24/01/2019;Cash;48.62;8;5
816;Mandalay;Normal;Female;Food and beverages;14/03/2019;Ewallet;53.21;8;5
817;Naypyitaw;Normal;Female;Fashion accessories;23/01/2019;Cash;45.44;7;9.2
818;Yangon;Normal;Male;Food and beverages;19/01/2019;Ewallet;33.88;8;9.6
819;Mandalay;Member;Male;Health and beauty;27/01/2019;Credit card;96.16;4;8.4
820;Mandalay;Member;Male;Food and beverages;03/02/2019;Credit card;47.16;5;6
821;Mandalay;Normal;Male;Electronic accessories;25/03/2019;Ewallet;52.89;4;6.7
822;Yangon;Member;Female;Home and lifestyle;24/02/2019;Credit card;47.68;2;4.1
823;Naypyitaw;Member;Male;Sports and travel;07/02/2019;Cash;10.17;1;5.9
824;Yangon;Normal;Female;Health and beauty;04/03/2019;Cash;68.71;3;8.7
825;Mandalay;Member;Female;Sports and travel;14/02/2019;Credit card;60.08;7;4.5
826;Yangon;Member;Female;Sports and travel;29/01/2019;Credit card;22.01;4;6.6
827;Mandalay;Member;Female;Health and beauty;28/01/2019;Credit card;72.11;9;7.7
828;Yangon;Member;Male;Fashion accessories;26/03/2019;Credit card;41.28;3;8.5
829;Naypyitaw;Normal;Male;Electronic accessories;24/03/2019;Cash;64.95;10;5.2
830;Yangon;Member;Female;Electronic accessories;01/01/2019;Credit card;74.22;10;4.3
831;Yangon;Normal;Male;Electronic accessories;24/01/2019;Cash;10.56;8;7.6
832;Mandalay;Normal;Male;Health and beauty;25/02/2019;Cash;62.57;4;9.5
833;Mandalay;Member;Female;Sports and travel;09/01/2019;Cash;11.85;8;4.1
834;Yangon;Member;Male;Health and beauty;14/02/2019;Ewallet;91.3;1;9.2
835;Mandalay;Member;Female;Home and lifestyle;12/03/2019;Ewallet;40.73;7;5.4
836;Yangon;Normal;Male;Fashion accessories;26/03/2019;Cash;52.38;1;5.8
837;Yangon;Member;Male;Fashion accessories;09/01/2019;Ewallet;38.54;5;5.6
838;Mandalay;Normal;Male;Sports and travel;02/01/2019;Credit card;44.63;6;5.1
839;Naypyitaw;Normal;Male;Electronic accessories;15/01/2019;Cash;55.87;10;5.8
840;Naypyitaw;Member;Female;Sports and travel;01/01/2019;Ewallet;29.22;6;5
841;Yangon;Normal;Male;Fashion accessories;15/02/2019;Cash;51.94;3;7.9
842;Mandalay;Normal;Male;Electronic accessories;28/02/2019;Cash;60.3;1;6
843;Yangon;Member;Female;Sports and travel;02/03/2019;Credit card;39.47;2;5
844;Naypyitaw;Member;Female;Food and beverages;13/02/2019;Credit card;14.87;2;8.9
845;Yangon;Normal;Male;Fashion accessories;26/01/2019;Cash;21.32;1;5.9
846;Yangon;Member;Male;Electronic accessories;30/01/2019;Credit card;93.78;3;5.9
847;Yangon;Member;Male;Electronic accessories;27/01/2019;Ewallet;73.26;1;9.7
848;Naypyitaw;Normal;Female;Sports and travel;30/01/2019;Credit card;22.38;1;8.6
849;Naypyitaw;Member;Female;Food and beverages;08/01/2019;Cash;72.88;9;4
850;Yangon;Normal;Female;Fashion accessories;19/01/2019;Cash;99.1;6;4.2
851;Yangon;Normal;Male;Fashion accessories;25/01/2019;Cash;74.1;1;9.2
852;Yangon;Normal;Female;Fashion accessories;19/02/2019;Ewallet;98.48;2;9.2
853;Naypyitaw;Normal;Male;Health and beauty;14/01/2019;Ewallet;53.19;7;5
854;Mandalay;Normal;Female;Electronic accessories;25/02/2019;Ewallet;52.79;10;10
855;Yangon;Member;Female;Health and beauty;23/01/2019;Ewallet;95.95;5;8.8
856;Mandalay;Normal;Female;Fashion accessories;16/02/2019;Cash;36.51;9;4.2
857;Mandalay;Normal;Male;Food and beverages;01/01/2019;Cash;21.12;8;6.3
858;Yangon;Member;Female;Home and lifestyle;07/03/2019;Cash;28.31;4;8.2
859;Mandalay;Normal;Male;Health and beauty;15/02/2019;Cash;57.59;6;5.1
860;Yangon;Member;Female;Food and beverages;23/01/2019;Cash;47.63;9;5
861;Naypyitaw;Member;Female;Home and lifestyle;20/02/2019;Ewallet;86.27;1;7
862;Yangon;Member;Male;Sports and travel;08/01/2019;Ewallet;12.76;2;7.8
863;Mandalay;Normal;Female;Home and lifestyle;17/03/2019;Credit card;11.28;9;4.3
864;Mandalay;Normal;Female;Home and lifestyle;12/01/2019;Cash;51.07;7;7
865;Yangon;Member;Female;Electronic accessories;08/01/2019;Cash;79.59;3;6.6
866;Naypyitaw;Member;Male;Health and beauty;26/01/2019;Ewallet;33.81;3;7.3
867;Mandalay;Member;Male;Sports and travel;15/03/2019;Credit card;90.53;8;6.5
868;Naypyitaw;Member;Female;Health and beauty;17/01/2019;Ewallet;62.82;2;4.9
869;Naypyitaw;Member;Male;Food and beverages;08/01/2019;Credit card;24.31;3;4.3
870;Yangon;Normal;Male;Sports and travel;06/01/2019;Ewallet;64.59;4;9.3
871;Yangon;Member;Male;Food and beverages;16/02/2019;Credit card;24.82;7;7.1
872;Naypyitaw;Normal;Male;Fashion accessories;13/03/2019;Ewallet;56.5;1;9.6
873;Mandalay;Member;Female;Electronic accessories;28/01/2019;Cash;21.43;10;6.2
874;Yangon;Member;Male;Sports and travel;18/01/2019;Cash;89.06;6;9.9
875;Yangon;Member;Male;Home and lifestyle;19/03/2019;Credit card;23.29;4;5.9
876;Naypyitaw;Normal;Male;Home and lifestyle;15/03/2019;Ewallet;65.26;8;6.3
877;Naypyitaw;Member;Male;Fashion accessories;12/02/2019;Cash;52.35;1;4
878;Mandalay;Member;Male;Electronic accessories;25/02/2019;Cash;39.75;1;6.1
879;Yangon;Normal;Female;Electronic accessories;21/03/2019;Credit card;90.02;8;4.5
880;Mandalay;Member;Female;Electronic accessories;19/01/2019;Ewallet;12.1;8;8.6
881;Mandalay;Member;Female;Food and beverages;08/01/2019;Ewallet;33.21;10;6
882;Naypyitaw;Member;Female;Fashion accessories;30/03/2019;Credit card;10.18;8;9.5
883;Mandalay;Member;Male;Sports and travel;20/02/2019;Credit card;31.99;10;9.9
884;Yangon;Member;Female;Home and lifestyle;30/03/2019;Ewallet;34.42;6;7.5
885;Yangon;Member;Female;Food and beverages;19/03/2019;Cash;83.34;2;7.6
886;Yangon;Normal;Male;Sports and travel;13/01/2019;Cash;45.58;7;5
887;Yangon;Member;Male;Food and beverages;05/02/2019;Ewallet;87.9;1;6.7
888;Yangon;Member;Female;Electronic accessories;23/03/2019;Ewallet;73.47;10;9.5
889;Naypyitaw;Normal;Female;Fashion accessories;13/03/2019;Ewallet;12.19;8;6.8
890;Yangon;Member;Male;Sports and travel;17/03/2019;Ewallet;76.92;10;5.6
891;Naypyitaw;Normal;Female;Health and beauty;21/02/2019;Cash;83.66;5;7.2
892;Mandalay;Normal;Female;Electronic accessories;07/02/2019;Cash;57.91;8;8.1
893;Naypyitaw;Member;Female;Fashion accessories;02/03/2019;Credit card;92.49;5;8.6
894;Mandalay;Normal;Male;Electronic accessories;06/03/2019;Cash;28.38;5;9.4
895;Mandalay;Member;Male;Electronic accessories;06/02/2019;Credit card;50.45;6;8.9
896;Mandalay;Normal;Male;Health and beauty;28/01/2019;Credit card;99.16;8;4.2
897;Naypyitaw;Normal;Male;Fashion accessories;18/01/2019;Ewallet;60.74;7;5
898;Naypyitaw;Member;Female;Food and beverages;05/02/2019;Cash;47.27;6;8.8
899;Naypyitaw;Member;Male;Health and beauty;02/03/2019;Cash;85.6;7;5.3
900;Yangon;Member;Male;Food and beverages;09/02/2019;Ewallet;35.04;9;4.6
901;Naypyitaw;Member;Female;Electronic accessories;14/01/2019;Credit card;44.84;9;7.5
902;Mandalay;Normal;Male;Home and lifestyle;09/02/2019;Ewallet;45.97;4;5.1
903;Yangon;Member;Female;Health and beauty;26/03/2019;Credit card;27.73;5;4.2
904;Yangon;Normal;Male;Food and beverages;28/01/2019;Cash;11.53;7;8.1
905;Naypyitaw;Normal;Female;Health and beauty;14/02/2019;Ewallet;58.32;2;6
906;Naypyitaw;Member;Female;Home and lifestyle;24/03/2019;Cash;78.38;4;7.9
907;Naypyitaw;Normal;Male;Health and beauty;09/02/2019;Credit card;84.61;10;8.8
908;Mandalay;Normal;Female;Health and beauty;24/03/2019;Credit card;82.88;5;6.6
909;Yangon;Member;Female;Food and beverages;27/03/2019;Ewallet;79.54;2;6.2
910;Mandalay;Normal;Female;Home and lifestyle;27/01/2019;Credit card;49.01;10;4.2
911;Mandalay;Member;Female;Food and beverages;27/03/2019;Credit card;29.15;3;7.3
912;Naypyitaw;Normal;Female;Electronic accessories;19/01/2019;Ewallet;56.13;4;8.6
913;Yangon;Normal;Female;Home and lifestyle;07/02/2019;Cash;93.12;8;6.8
914;Yangon;Member;Male;Fashion accessories;31/01/2019;Ewallet;51.34;8;7.6
915;Yangon;Member;Female;Food and beverages;25/02/2019;Cash;99.6;3;5.8
916;Naypyitaw;Normal;Female;Electronic accessories;02/02/2019;Cash;35.49;6;4.1
917;Naypyitaw;Member;Male;Sports and travel;14/03/2019;Credit card;42.85;1;9.3
918;Yangon;Normal;Female;Fashion accessories;11/03/2019;Cash;94.67;4;6.8
919;Mandalay;Normal;Male;Home and lifestyle;22/02/2019;Ewallet;68.97;3;8.7
920;Mandalay;Member;Female;Electronic accessories;02/03/2019;Ewallet;26.26;3;6.3
921;Naypyitaw;Member;Female;Home and lifestyle;10/03/2019;Credit card;35.79;9;5.1
922;Mandalay;Normal;Female;Home and lifestyle;08/02/2019;Cash;16.37;6;7
923;Naypyitaw;Member;Female;Home and lifestyle;22/02/2019;Credit card;12.73;2;5.2
924;Naypyitaw;Normal;Female;Sports and travel;10/01/2019;Credit card;83.14;7;6.6
925;Naypyitaw;Member;Female;Sports and travel;14/03/2019;Ewallet;35.22;6;6.5
926;Mandalay;Normal;Female;Electronic accessories;10/01/2019;Ewallet;13.78;4;9
927;Mandalay;Member;Male;Sports and travel;15/02/2019;Credit card;88.31;1;5.2
928;Yangon;Member;Female;Health and beauty;13/01/2019;Credit card;39.62;9;6.8
929;Mandalay;Normal;Female;Electronic accessories;15/02/2019;Credit card;88.25;9;7.6
930;Mandalay;Normal;Male;Sports and travel;02/03/2019;Ewallet;25.31;2;7.2
931;Mandalay;Normal;Male;Home and lifestyle;24/03/2019;Ewallet;99.92;6;7.1
932;Naypyitaw;Member;Female;Fashion accessories;02/02/2019;Credit card;83.35;2;9.5
933;Yangon;Normal;Female;Food and beverages;27/02/2019;Ewallet;74.44;10;5.1
934;Naypyitaw;Normal;Male;Health and beauty;20/01/2019;Ewallet;64.08;7;7.6
935;Mandalay;Normal;Female;Home and lifestyle;03/01/2019;Ewallet;63.15;6;9.8
936;Naypyitaw;Member;Male;Home and lifestyle;24/01/2019;Ewallet;85.72;3;5.1
937;Naypyitaw;Normal;Female;Health and beauty;05/01/2019;Ewallet;78.89;7;7.5
938;Yangon;Normal;Female;Sports and travel;30/03/2019;Cash;89.48;5;7.4
939;Yangon;Member;Female;Health and beauty;17/02/2019;Cash;92.09;3;4.2
940;Naypyitaw;Normal;Female;Food and beverages;21/03/2019;Ewallet;57.29;6;5.9
941;Yangon;Normal;Male;Food and beverages;02/03/2019;Ewallet;66.52;4;6.9
942;Naypyitaw;Member;Male;Fashion accessories;27/03/2019;Cash;99.82;9;6.6
943;Yangon;Normal;Female;Home and lifestyle;19/01/2019;Ewallet;45.68;10;5.7
944;Yangon;Normal;Male;Health and beauty;19/02/2019;Credit card;50.79;5;5.3
945;Yangon;Member;Male;Health and beauty;28/03/2019;Cash;10.08;7;4.2
